master_protein	protein_length	protein_description	Intensity.U2OS_1	Intensity.U2OS_2	Intensity.U2OS_3	max
Q96T60	521	sp|Q96T60|PNKP_HUMAN	6.748878	6.086201	6.950394	6.950394
Q96T76	1030	sp|Q96T76|MMS19_HUMAN	6.752264	6.722749	7.150419	7.150419
Q96T88	793	sp|Q96T88|UHRF1_HUMAN	6.793579	7.021594	7.3407315	7.3407315
Q96TA1	746	sp|Q96TA1|NIBL1_HUMAN	6.941596	6.99144	7.612953	7.612953
Q96TA2	773	sp|Q96TA2|YMEL1_HUMAN	6.959203	6.949707	7.378462	7.378462
Q96TC7	470	sp|Q96TC7|RMD3_HUMAN	6.527107	6.614625	7.1128035	7.1128035
Q99081	682	sp|Q99081|HTF4_HUMAN	6.699751	NA	6.861403	6.861403
Q99417	103	sp|Q99417|MYCBP_HUMAN	6.8322805	7.334715	7.718693	7.718693
Q99418	400	sp|Q99418|CYH2_HUMAN	6.252246	NA	6.544117	6.544117
Q99426	244	sp|Q99426|TBCB_HUMAN	8.039308	7.503654	8.32137	8.32137
Q99436	277	sp|Q99436|PSB7_HUMAN	7.2921515	7.818071	7.276416	7.818071
Q99439	309	sp|Q99439|CNN2_HUMAN	7.50595	7.808314	8.010456	8.010456
Q99442	399	sp|Q99442|SEC62_HUMAN	7.205389	7.145041	7.221407	7.221407
Q99447	389	sp|Q99447|PCY2_HUMAN	6.687823	6.4407265	6.911429	6.911429
Q99459	802	sp|Q99459|CDC5L_HUMAN	7.036355	7.464504	7.669837	7.669837
Q99460	953	sp|Q99460|PSMD1_HUMAN	7.234393	7.467097	7.559835	7.559835
Q99470	211	sp|Q99470|SDF2_HUMAN	6.89641	6.968306	7.72444	7.72444
Q99471	154	sp|Q99471|PFD5_HUMAN	7.491208	7.425943	8.180699	8.180699
Q99490	1192	sp|Q99490|AGAP2_HUMAN	5.49791	NA	NA	5.49791
Q99496	336	sp|Q99496|RING2_HUMAN	6.6754685	6.721802	6.533797	6.721802
Q99497	189	sp|Q99497|PARK7_HUMAN	7.79212	7.956874	8.644901	8.644901
Q99501	681	sp|Q99501|GA2L1_HUMAN	6.328999	6.071551	6.867556	6.867556
Q99504	573	sp|Q99504|EYA3_HUMAN	NA	NA	6.771617	6.771617
Q99519	415	sp|Q99519|NEUR1_HUMAN	6.866866	6.5727015	7.018694	7.018694
Q99523	831	sp|Q99523|SORT_HUMAN	6.35251	6.820119	6.992889	6.992889
Q99536	393	sp|Q99536|VAT1_HUMAN	7.4328745	7.585226	7.879176	7.879176
Q99538	433	sp|Q99538|LGMN_HUMAN	6.886773	6.873913	7.403481	7.403481
Q99541	437	sp|Q99541|PLIN2_HUMAN	6.522809	7.018867	6.8663335	7.018867
Q99543	621	sp|Q99543|DNJC2_HUMAN	6.593358	6.804973	6.9214255	6.9214255
Q99547	160	sp|Q99547|MPH6_HUMAN	6.480812	7.015754	7.505692	7.505692
Q99549	860	sp|Q99549|MPP8_HUMAN	6.042404	6.10534	6.98725	6.98725
Q99551	399	sp|Q99551|MTEF1_HUMAN	5.7145115	NA	6.0753715	6.0753715
Q99567	741	sp|Q99567|NUP88_HUMAN	7.040998	6.867332	7.4600895	7.4600895
Q99569	1192	sp|Q99569|PKP4_HUMAN	NA	6.610756	NA	6.610756
Q99570	1358	sp|Q99570|PI3R4_HUMAN	6.420781	6.6195805	7.115976	7.115976
Q99571	388	sp|Q99571|P2RX4_HUMAN	6.16779	NA	5.8702535	6.16779
Q99575	1024	sp|Q99575|POP1_HUMAN	6.53084	6.558937	6.946339	6.946339
Q99583	582	sp|Q99583|MNT_HUMAN	6.053155	NA	6.200029	6.200029
Q99584	98	sp|Q99584|S10AD_HUMAN	6.9197475	7.421836	8.11431	8.11431
Q99590	1463	sp|Q99590|SCAFB_HUMAN	6.4702655	6.4994595	6.678872	6.678872
Q99594	435	sp|Q99594|TEAD3_HUMAN	5.208172	NA	NA	5.208172
Q99595	171	sp|Q99595|TI17A_HUMAN	NA	6.818254	6.894214	6.894214
Q99598	290	sp|Q99598|TSNAX_HUMAN	7.1411205	6.8332805	7.596795	7.596795
Q99608	321	sp|Q99608|NECD_HUMAN	6.969618	6.438527	7.484969	7.484969
Q99611	448	sp|Q99611|SPS2_HUMAN	5.878097	6.255007	NA	6.255007
Q99614	292	sp|Q99614|TTC1_HUMAN	7.454555	7.2575585	7.480769	7.480769
Q99615	494	sp|Q99615|DNJC7_HUMAN	6.973885	7.054728	7.546098	7.546098
Q99618	268	sp|Q99618|CDCA3_HUMAN	6.938405	6.5753855	NA	6.938405
Q99622	126	sp|Q99622|C10_HUMAN	7.305566	7.073205	7.581676	7.581676
Q99623	299	sp|Q99623|PHB2_HUMAN	7.8440885	7.7612175	8.0629845	8.0629845
Q99627	209	sp|Q99627|CSN8_HUMAN	7.477078	7.836691	8.111968	8.111968
Q99633	342	sp|Q99633|PRP18_HUMAN	6.4055835	6.432713	7.1062435	7.1062435
Q99638	391	sp|Q99638|RAD9A_HUMAN	5.34555	5.853376	6.2745295	6.2745295
Q99640	499	sp|Q99640|PMYT1_HUMAN	6.3207275	6.606639	7.041037	7.041037
Q99643	169	sp|Q99643|C560_HUMAN	6.922513	7.877481	8.052848	8.052848
Q99650	979	sp|Q99650|OSMR_HUMAN	5.529418	NA	6.474275	6.474275
Q99653	195	sp|Q99653|CHP1_HUMAN	7.096423	7.4190915	7.8030585	7.8030585
Q99661	725	sp|Q99661|KIF2C_HUMAN	6.7681845	7.0379255	7.156731	7.156731
Q99665	862	sp|Q99665|I12R2_HUMAN	NA	6.925699	6.915959	6.925699
Q99675	332	sp|Q99675|CGRF1_HUMAN	NA	6.085184	6.404064	6.404064
Q99698	3801	sp|Q99698|LYST_HUMAN	NA	5.6894155	5.66168	5.6894155
Q99700	1313	sp|Q99700|ATX2_HUMAN	6.770182	6.921879	7.045401	7.045401
Q99704	481	sp|Q99704|DOK1_HUMAN	6.747887	6.1745355	6.87973	6.87973
Q99707	1265	sp|Q99707|METH_HUMAN	6.280624	7.031247	6.596696	7.031247
Q99714	261	sp|Q99714|HCD2_HUMAN	7.705719	7.496861	7.88952	7.88952
Q99715	3063	sp|Q99715|COCA1_HUMAN	6.649091	6.92029	7.127591	7.127591
Q99719	369	sp|Q99719|SEPT5_HUMAN	6.539729	6.880448	7.07784	7.07784
Q99720	223	sp|Q99720|SGMR1_HUMAN	7.122155	7.070444	6.737701	7.122155
Q99727	224	sp|Q99727|TIMP4_HUMAN	NA	NA	6.513004	6.513004
Q99729	332	sp|Q99729|ROAA_HUMAN	7.476542	7.803798	7.257823	7.803798
Q99733	375	sp|Q99733|NP1L4_HUMAN	7.424401	7.864897	8.2271375	8.2271375
Q99735	147	sp|Q99735|MGST2_HUMAN	5.845451	6.959877	7.459483	7.459483
Q99741	560	sp|Q99741|CDC6_HUMAN	NA	NA	6.947076	6.947076
Q99747	312	sp|Q99747|SNAG_HUMAN	7.134081	7.3502085	7.289946	7.3502085
Q99755	562	sp|Q99755|PI51A_HUMAN	6.305738	6.4358135	6.8477215	6.8477215
Q99757	166	sp|Q99757|THIOM_HUMAN	7.235326	6.510621	7.816804	7.816804
Q99758	1704	sp|Q99758|ABCA3_HUMAN	6.639138	NA	NA	6.639138
Q99759	626	sp|Q99759|M3K3_HUMAN	NA	NA	6.202679	6.202679
Q99766	215	sp|Q99766|ATP5S_HUMAN	6.435542	7.610096	7.924822	7.924822
Q99797	713	sp|Q99797|MIPEP_HUMAN	6.450157	6.716963	7.1118	7.1118
Q99798	780	sp|Q99798|ACON_HUMAN	7.3193175	7.663296	8.062582	8.062582
Q99805	663	sp|Q99805|TM9S2_HUMAN	6.71548	6.284927	7.2205	7.2205
Q99808	456	sp|Q99808|S29A1_HUMAN	6.950622	7.184461	6.562531	7.184461
Q99816	390	sp|Q99816|TS101_HUMAN	6.95907	7.37451	7.529405	7.529405
Q99828	191	sp|Q99828|CIB1_HUMAN	NA	NA	6.935729	6.935729
Q99829	537	sp|Q99829|CPNE1_HUMAN	7.125937	7.112538	7.669332	7.669332
Q99832	543	sp|Q99832|TCPH_HUMAN	7.488565	8.05281	8.239924	8.239924
Q99836	296	sp|Q99836|MYD88_HUMAN	6.231967	6.33082	6.6967065	6.6967065
Q99848	306	sp|Q99848|EBP2_HUMAN	7.155184	7.456319	7.6419325	7.6419325
Q99871	368	sp|Q99871|HAUS7_HUMAN	6.3412205	NA	6.529104	6.529104
Q99873	361	sp|Q99873|ANM1_HUMAN	7.79492	7.8086325	8.018493	8.018493
Q99933	345	sp|Q99933|BAG1_HUMAN	6.367218	5.939809	6.682795	6.682795
Q99941	703	sp|Q99941|ATF6B_HUMAN	NA	NA	6.140885	6.140885
Q99943	283	sp|Q99943|PLCA_HUMAN	7.183099	6.790426	6.983816	7.183099
Q99956	384	sp|Q99956|DUS9_HUMAN	NA	6.265243	6.51171	6.51171
Q99959	881	sp|Q99959|PKP2_HUMAN	5.460567	6.630133	6.5968385	6.630133
Q99962	352	sp|Q99962|SH3G2_HUMAN	6.997675	7.096215	7.586475	7.586475
Q99973	2627	sp|Q99973|TEP1_HUMAN	5.972744	6.1845645	6.719671	6.719671
Q99985	751	sp|Q99985|SEM3C_HUMAN	5.783475	NA	6.44417	6.44417
Q99986	396	sp|Q99986|VRK1_HUMAN	6.258685	6.79656	7.361331	7.361331
Q99996	3911	sp|Q99996|AKAP9_HUMAN	5.990028	6.8142165	6.610671	6.8142165
Q9BPU6	564	sp|Q9BPU6|DPYL5_HUMAN	6.4993695	6.2658185	6.675375	6.675375
Q9BPW8	284	sp|Q9BPW8|NIPS1_HUMAN	7.4178475	7.736163	7.961312	7.961312
Q9BPX3	1015	sp|Q9BPX3|CND3_HUMAN	6.849585	7.061829	7.556447	7.556447
Q9BPX5	153	sp|Q9BPX5|ARP5L_HUMAN	6.754035	7.498944	7.2812585	7.498944
Q9BPX6	476	sp|Q9BPX6|MICU1_HUMAN	6.5842645	NA	7.047236	7.047236
Q9BPX7	421	sp|Q9BPX7|CG025_HUMAN	NA	5.508557	6.414329	6.414329
Q9BPY3	351	sp|Q9BPY3|F118B_HUMAN	6.800552	6.509995	6.4491075	6.800552
Q9BQ04	359	sp|Q9BQ04|RBM4B_HUMAN	7.242616	6.920296	6.648232	7.242616
Q9BQ13	255	sp|Q9BQ13|KCD14_HUMAN	5.8994185	7.115045	6.868744	7.115045
Q9BQ24	234	sp|Q9BQ24|ZFY21_HUMAN	6.362388	NA	6.454741	6.454741
Q9BQ39	737	sp|Q9BQ39|DDX50_HUMAN	6.97739	6.216462	7.233504	7.233504
Q9BQ48	92	sp|Q9BQ48|RM34_HUMAN	NA	NA	6.888948	6.888948
Q9BQ49	75	sp|Q9BQ49|SMIM7_HUMAN	NA	6.494919	NA	6.494919
Q9BQ52	826	sp|Q9BQ52|RNZ2_HUMAN	7.075109	7.04284	7.436157	7.436157
Q9BQ61	176	sp|Q9BQ61|CS043_HUMAN	5.519119	NA	NA	5.519119
Q9BQ67	446	sp|Q9BQ67|GRWD1_HUMAN	6.978468	6.7311575	7.397314	7.397314
Q9BQ69	325	sp|Q9BQ69|MACD1_HUMAN	5.879061	6.499289	6.649606	6.649606
Q9BQ70	676	sp|Q9BQ70|TCF25_HUMAN	6.8314855	6.642313	7.0326105	7.0326105
Q9BQ75	279	sp|Q9BQ75|CMS1_HUMAN	7.431621	7.557531	7.886186	7.886186
Q9BQ90	382	sp|Q9BQ90|KLDC3_HUMAN	6.158332	5.95302	NA	6.158332
Q9BQ95	431	sp|Q9BQ95|ECSIT_HUMAN	6.422787	5.727522	6.929383	6.929383
Q9BQA1	342	sp|Q9BQA1|MEP50_HUMAN	7.244574	7.619375	7.903748	7.903748
Q9BQA9	187	sp|Q9BQA9|CQ062_HUMAN	5.861355	NA	7.282645	7.282645
Q9BQB6	163	sp|Q9BQB6|VKOR1_HUMAN	7.293473	NA	NA	7.293473
Q9BQC3	489	sp|Q9BQC3|DPH2_HUMAN	6.063896	6.7545665	6.936539	6.936539
Q9BQC6	102	sp|Q9BQC6|RT63_HUMAN	7.03894	6.964891	6.9602265	7.03894
Q9BQD3	176	sp|Q9BQD3|KXDL1_HUMAN	6.047314	NA	6.399795	6.399795
Q9BQE3	449	sp|Q9BQE3|TBA1C_HUMAN	8.0442025	8.5009525	8.599966	8.599966
Q9BQE4	189	sp|Q9BQE4|SELS_HUMAN	6.7327025	6.607434	6.038262	6.7327025
Q9BQE5	337	sp|Q9BQE5|APOL2_HUMAN	7.2435355	NA	7.053395	7.2435355
Q9BQE9	202	sp|Q9BQE9|BCL7B_HUMAN	6.314436	NA	NA	6.314436
Q9BQF6	1050	sp|Q9BQF6|SENP7_HUMAN	NA	NA	6.441993	6.441993
Q9BQG0	1328	sp|Q9BQG0|MBB1A_HUMAN	7.090258	7.325208	7.39856	7.39856
Q9BQI0	150	sp|Q9BQI0|AIF1L_HUMAN	6.605747	7.155457	NA	7.155457
Q9BQK8	851	sp|Q9BQK8|LPIN3_HUMAN	NA	NA	5.6662	5.6662
Q9BQL6	677	sp|Q9BQL6|FERM1_HUMAN	6.150265	6.554501	6.279795	6.554501
Q9BQP7	344	sp|Q9BQP7|MGME1_HUMAN	6.64497	6.769259	6.774334	6.774334
Q9BQQ3	440	sp|Q9BQQ3|GORS1_HUMAN	NA	NA	6.292898	6.292898
Q9BQS8	1478	sp|Q9BQS8|FYCO1_HUMAN	5.791782	6.161727	6.436322	6.436322
Q9BR61	282	sp|Q9BR61|ACBD6_HUMAN	5.722132	6.273046	6.734095	6.734095
Q9BR76	489	sp|Q9BR76|COR1B_HUMAN	7.351184	7.08452	7.949479	7.949479
Q9BR77	488	sp|Q9BR77|CCD77_HUMAN	NA	NA	6.643324	6.643324
Q9BRA0	125	sp|Q9BRA0|LSMD1_HUMAN	NA	6.073242	8.15045	8.15045
Q9BRA2	123	sp|Q9BRA2|TXD17_HUMAN	7.6270055	7.678163	7.589905	7.678163
Q9BRD0	619	sp|Q9BRD0|BUD13_HUMAN	6.0873955	NA	6.3535085	6.3535085
Q9BRF8	314	sp|Q9BRF8|CPPED_HUMAN	7.072073	7.62752	7.125351	7.62752
Q9BRG1	176	sp|Q9BRG1|VPS25_HUMAN	6.668434	6.5775455	6.8724175	6.8724175
Q9BRJ2	306	sp|Q9BRJ2|RM45_HUMAN	6.557327	6.846782	7.468348	7.468348
Q9BRJ6	194	sp|Q9BRJ6|CG050_HUMAN	7.094835	7.1865145	7.2529845	7.2529845
Q9BRJ7	211	sp|Q9BRJ7|SDOS_HUMAN	6.259665	7.01473	7.314962	7.314962
Q9BRK3	442	sp|Q9BRK3|MXRA8_HUMAN	6.074652	6.570994	6.702517	6.702517
Q9BRK5	362	sp|Q9BRK5|CAB45_HUMAN	6.6691745	6.596124	7.366666	7.366666
Q9BRN9	247	sp|Q9BRN9|TM2D3_HUMAN	6.507276	NA	NA	6.507276
Q9BRP1	358	sp|Q9BRP1|PDD2L_HUMAN	6.570694	NA	6.517486	6.570694
Q9BRP4	392	sp|Q9BRP4|PAAF1_HUMAN	6.647325	NA	6.518475	6.647325
Q9BRP8	204	sp|Q9BRP8|PYM1_HUMAN	7.1433945	7.1716335	NA	7.1716335
Q9BRQ0	406	sp|Q9BRQ0|PYGO2_HUMAN	6.563564	5.873257	6.170496	6.563564
Q9BRQ6	235	sp|Q9BRQ6|MIC25_HUMAN	6.8827245	6.967646	7.518435	7.518435
Q9BRQ8	373	sp|Q9BRQ8|AIFM2_HUMAN	7.206961	7.2038985	7.273225	7.273225
Q9BRR6	497	sp|Q9BRR6|ADPGK_HUMAN	6.902862	6.6795915	7.439541	7.439541
Q9BRR8	931	sp|Q9BRR8|GPTC1_HUMAN	6.023211	5.7023665	6.5525635	6.5525635
Q9BRS2	568	sp|Q9BRS2|RIOK1_HUMAN	6.794707	6.226832	6.771837	6.794707
Q9BRS8	491	sp|Q9BRS8|LARP6_HUMAN	6.458702	6.37858	6.435876	6.458702
Q9BRT2	126	sp|Q9BRT2|UQCC2_HUMAN	6.566703	7.241248	7.062394	7.241248
Q9BRT3	115	sp|Q9BRT3|MIEN1_HUMAN	7.0609575	7.054651	7.479526	7.479526
Q9BRT6	129	sp|Q9BRT6|LLPH_HUMAN	6.7989585	7.470705	7.77951	7.77951
Q9BRT9	223	sp|Q9BRT9|SLD5_HUMAN	6.8922125	6.8514715	7.646639	7.646639
Q9BRU9	249	sp|Q9BRU9|UTP23_HUMAN	6.850928	NA	7.242765	7.242765
Q9BRV8	207	sp|Q9BRV8|SIKE1_HUMAN	6.21434	NA	NA	6.21434
Q9BRX2	385	sp|Q9BRX2|PELO_HUMAN	7.346568	7.152564	6.964555	7.346568
Q9BRX5	216	sp|Q9BRX5|PSF3_HUMAN	6.404383	6.8967485	7.0715735	7.0715735
Q9BRX9	315	sp|Q9BRX9|WDR83_HUMAN	NA	NA	6.5163645	6.5163645
Q9BRY0	314	sp|Q9BRY0|S39A3_HUMAN	6.335799	6.457306	7.867197	7.867197
Q9BRZ2	755	sp|Q9BRZ2|TRI56_HUMAN	6.501097	6.73821	6.5589295	6.73821
Q9BS16	269	sp|Q9BS16|CENPK_HUMAN	6.522154	6.125384	7.1319	7.1319
Q9BS26	406	sp|Q9BS26|ERP44_HUMAN	7.457417	7.2196485	7.8815535	7.8815535
Q9BSB4	218	sp|Q9BSB4|ATGA1_HUMAN	6.4983695	NA	6.727777	6.727777
Q9BSC4	688	sp|Q9BSC4|NOL10_HUMAN	6.7015135	6.808124	7.330251	7.330251
Q9BSD7	190	sp|Q9BSD7|NTPCR_HUMAN	6.986584	7.0282535	7.4978665	7.4978665
Q9BSF4	260	sp|Q9BSF4|CS052_HUMAN	6.687873	6.605003	NA	6.687873
Q9BSG0	188	sp|Q9BSG0|PADC1_HUMAN	NA	5.940063	6.241073	6.241073
Q9BSH4	297	sp|Q9BSH4|TACO1_HUMAN	7.756332	6.859123	7.32352	7.756332
Q9BSI4	451	sp|Q9BSI4|TINF2_HUMAN	6.086253	NA	NA	6.086253
Q9BSJ2	902	sp|Q9BSJ2|GCP2_HUMAN	6.383798	6.683434	7.328423	7.328423
Q9BSJ5	609	sp|Q9BSJ5|CQ080_HUMAN	6.2954425	NA	5.800772	6.2954425
Q9BSJ8	1104	sp|Q9BSJ8|ESYT1_HUMAN	7.33258	7.421748	7.699363	7.699363
Q9BSL1	405	sp|Q9BSL1|UBAC1_HUMAN	NA	5.951478	6.487217	6.487217
Q9BSQ5	444	sp|Q9BSQ5|CCM2_HUMAN	6.040642	6.355318	6.9881205	6.9881205
Q9BSR8	244	sp|Q9BSR8|YIPF4_HUMAN	6.978253	6.434217	7.476933	7.476933
Q9BSU1	422	sp|Q9BSU1|CP070_HUMAN	6.5466825	6.356561	6.5959675	6.5959675
Q9BSV6	310	sp|Q9BSV6|SEN34_HUMAN	6.997063	6.965933	7.4393865	7.4393865
Q9BSW2	395	sp|Q9BSW2|EFC4B_HUMAN	6.5923165	7.182215	6.611069	7.182215
Q9BSY9	194	sp|Q9BSY9|DESI2_HUMAN	6.283821	NA	7.155366	7.155366
Q9BT09	278	sp|Q9BT09|CNPY3_HUMAN	7.387265	6.94295	7.516762	7.516762
Q9BT17	334	sp|Q9BT17|MTG1_HUMAN	NA	NA	6.860128	6.860128
Q9BT22	464	sp|Q9BT22|ALG1_HUMAN	6.21701	7.05204	7.4240905	7.4240905
Q9BT25	410	sp|Q9BT25|HAUS8_HUMAN	7.089622	6.519763	7.396182	7.396182
Q9BT30	221	sp|Q9BT30|ALKB7_HUMAN	NA	NA	6.344275	6.344275
Q9BT40	448	sp|Q9BT40|INP5K_HUMAN	5.8572605	6.481457	6.576813	6.576813
Q9BT43	218	sp|Q9BT43|RPC7L_HUMAN	NA	NA	6.3536295	6.3536295
Q9BT67	221	sp|Q9BT67|NFIP1_HUMAN	5.077659	5.936534	NA	5.936534
Q9BT73	122	sp|Q9BT73|PSMG3_HUMAN	6.7257645	7.225509	7.50443	7.50443
Q9BT78	406	sp|Q9BT78|CSN4_HUMAN	7.181486	7.1215935	7.682082	7.682082
Q9BT92	498	sp|Q9BT92|TCHP_HUMAN	6.479345	NA	7.789577	7.789577
Q9BTA9	647	sp|Q9BTA9|WAC_HUMAN	6.4170785	6.0423165	6.795609	6.795609
Q9BTC0	2240	sp|Q9BTC0|DIDO1_HUMAN	6.634215	6.638759	6.695607	6.695607
Q9BTC8	594	sp|Q9BTC8|MTA3_HUMAN	5.7670825	6.834503	6.803464	6.834503
Q9BTD8	480	sp|Q9BTD8|RBM42_HUMAN	6.5682435	6.811128	7.18831	7.18831
Q9BTE1	182	sp|Q9BTE1|DCTN5_HUMAN	6.93556	NA	7.097674	7.097674
Q9BTE3	642	sp|Q9BTE3|MCMBP_HUMAN	6.7589965	6.513364	7.347486	7.347486
Q9BTE6	412	sp|Q9BTE6|AASD1_HUMAN	6.897951	6.674468	7.135447	7.135447
Q9BTE7	237	sp|Q9BTE7|DCNL5_HUMAN	6.455879	6.15667	7.425583	7.425583
Q9BTK6	254	sp|Q9BTK6|PAGR1_HUMAN	NA	NA	5.805725	5.805725
Q9BTL3	118	sp|Q9BTL3|RAM_HUMAN	7.053194	6.792375	7.8340695	7.8340695
Q9BTM9	101	sp|Q9BTM9|URM1_HUMAN	NA	7.150664	6.280692	7.150664
Q9BTT0	268	sp|Q9BTT0|AN32E_HUMAN	6.9965585	7.119223	7.9425455	7.9425455
Q9BTT4	135	sp|Q9BTT4|MED10_HUMAN	NA	6.425502	6.86818	6.86818
Q9BTT6	524	sp|Q9BTT6|LRRC1_HUMAN	6.008813	6.3042365	6.488184	6.488184
Q9BTU6	479	sp|Q9BTU6|P4K2A_HUMAN	6.517041	6.564938	6.930032	6.930032
Q9BTV4	400	sp|Q9BTV4|TMM43_HUMAN	7.255554	7.640183	7.966752	7.966752
Q9BTV5	496	sp|Q9BTV5|FSD1_HUMAN	6.419427	6.82307	6.802247	6.82307
Q9BTW9	1192	sp|Q9BTW9|TBCD_HUMAN	7.0326055	6.806644	7.243578	7.243578
Q9BTX1	674	sp|Q9BTX1|NDC1_HUMAN	6.41241	6.039811	6.7643805	6.7643805
Q9BTX7	342	sp|Q9BTX7|TTPAL_HUMAN	NA	6.3623575	7.004322	7.004322
Q9BTY2	467	sp|Q9BTY2|FUCO2_HUMAN	6.617294	6.447855	6.731548	6.731548
Q9BTY7	390	sp|Q9BTY7|HGH1_HUMAN	6.5836025	6.693674	6.956102	6.956102
Q9BTZ2	278	sp|Q9BTZ2|DHRS4_HUMAN	7.1166075	NA	7.3205765	7.3205765
Q9BU02	230	sp|Q9BU02|THTPA_HUMAN	5.866397	6.120442	6.693577	6.693577
Q9BU23	707	sp|Q9BU23|LMF2_HUMAN	6.793266	6.133013	7.3957675	7.3957675
Q9BU61	184	sp|Q9BU61|NDUF3_HUMAN	6.7440865	6.69759	6.9107725	6.9107725
Q9BU64	300	sp|Q9BU64|CENPO_HUMAN	6.005738	6.568471	6.9408	6.9408
Q9BU76	263	sp|Q9BU76|MMTA2_HUMAN	6.393961	6.509418	6.815445	6.815445
Q9BU89	302	sp|Q9BU89|DOHH_HUMAN	6.8290365	6.895892	7.033946	7.033946
Q9BUA3	381	sp|Q9BUA3|CK084_HUMAN	NA	6.401797	6.4934925	6.4934925
Q9BUB7	260	sp|Q9BUB7|TMM70_HUMAN	6.59112	7.404868	7.517037	7.517037
Q9BUE0	208	sp|Q9BUE0|MED18_HUMAN	7.059866	6.6727385	7.335217	7.335217
Q9BUE6	129	sp|Q9BUE6|ISCA1_HUMAN	6.133443	NA	NA	6.133443
Q9BUF5	446	sp|Q9BUF5|TBB6_HUMAN	6.98377	7.870989	8.1857215	8.1857215
Q9BUH6	204	sp|Q9BUH6|PAXX_HUMAN	6.3178455	6.513803	6.707314	6.707314
Q9BUI4	534	sp|Q9BUI4|RPC3_HUMAN	6.4533365	6.42735	6.712852	6.712852
Q9BUJ2	856	sp|Q9BUJ2|HNRL1_HUMAN	7.4742235	7.4230525	7.586295	7.586295
Q9BUK6	570	sp|Q9BUK6|MSTO1_HUMAN	6.53885	6.841576	7.0729475	7.0729475
Q9BUL5	403	sp|Q9BUL5|PHF23_HUMAN	6.56005	6.172457	6.859271	6.859271
Q9BUL8	212	sp|Q9BUL8|PDC10_HUMAN	7.1614645	7.183312	7.4643335	7.4643335
Q9BUN8	251	sp|Q9BUN8|DERL1_HUMAN	7.3373855	7.561376	7.594753	7.594753
Q9BUP3	242	sp|Q9BUP3|HTAI2_HUMAN	6.823735	7.1782	7.608633	7.608633
Q9BUQ8	820	sp|Q9BUQ8|DDX23_HUMAN	6.949868	7.148338	7.181016	7.181016
Q9BUR4	548	sp|Q9BUR4|WAP53_HUMAN	6.632569	6.363849	6.646371	6.646371
Q9BUR5	198	sp|Q9BUR5|MIC26_HUMAN	6.397505	6.496695	6.973271	6.973271
Q9BUT1	245	sp|Q9BUT1|BDH2_HUMAN	6.60694	7.194847	NA	7.194847
Q9BUZ4	470	sp|Q9BUZ4|TRAF4_HUMAN	NA	NA	6.042851	6.042851
Q9BV19	199	sp|Q9BV19|CA050_HUMAN	6.9085725	6.521929	7.286197	7.286197
Q9BV20	369	sp|Q9BV20|MTNA_HUMAN	6.8667885	6.730185	7.509995	7.509995
Q9BV23	337	sp|Q9BV23|ABHD6_HUMAN	NA	6.491488	6.810488	6.810488
Q9BV38	432	sp|Q9BV38|WDR18_HUMAN	6.8002395	7.143356	7.606188	7.606188
Q9BV40	100	sp|Q9BV40|VAMP8_HUMAN	6.078166	6.615255	7.1489515	7.1489515
Q9BV44	507	sp|Q9BV44|THUM3_HUMAN	6.449551	6.7740205	6.935759	6.935759
Q9BV57	179	sp|Q9BV57|MTND_HUMAN	7.103906	6.9117215	7.0913515	7.103906
Q9BV68	326	sp|Q9BV68|RN126_HUMAN	6.478362	6.845034	7.384415	7.384415
Q9BV73	2442	sp|Q9BV73|CP250_HUMAN	5.7631345	NA	6.264818	6.264818
Q9BV79	373	sp|Q9BV79|MECR_HUMAN	NA	NA	6.068371	6.068371
Q9BV81	110	sp|Q9BV81|EMC6_HUMAN	NA	6.989659	7.285805	7.285805
Q9BV86	223	sp|Q9BV86|NTM1A_HUMAN	6.526494	6.585269	6.866258	6.866258
Q9BVA0	655	sp|Q9BVA0|KTNB1_HUMAN	6.214314	6.418914	6.535448	6.535448
Q9BVA1	445	sp|Q9BVA1|TBB2B_HUMAN	8.065579	8.069113	8.285085	8.285085
Q9BVC3	393	sp|Q9BVC3|DCC1_HUMAN	6.304097	6.692932	6.623848	6.692932
Q9BVC4	326	sp|Q9BVC4|LST8_HUMAN	6.46663	6.4075875	6.902849	6.902849
Q9BVC5	232	sp|Q9BVC5|ASHWN_HUMAN	6.7780765	7.4276	7.295061	7.4276
Q9BVC6	243	sp|Q9BVC6|TM109_HUMAN	7.131618	8.424113	8.448969	8.448969
Q9BVG4	233	sp|Q9BVG4|PBDC1_HUMAN	7.329506	7.400784	8.146501	8.146501
Q9BVG9	487	sp|Q9BVG9|PTSS2_HUMAN	6.1089485	NA	NA	6.1089485
Q9BVI4	516	sp|Q9BVI4|NOC4L_HUMAN	6.4731155	6.755936	7.600374	7.600374
Q9BVJ6	771	sp|Q9BVJ6|UT14A_HUMAN	6.8970215	7.1513535	7.513843	7.513843
Q9BVK2	526	sp|Q9BVK2|ALG8_HUMAN	7.583494	NA	7.6466375	7.6466375
Q9BVK6	235	sp|Q9BVK6|TMED9_HUMAN	7.096284	6.974978	7.703464	7.703464
Q9BVK8	224	sp|Q9BVK8|TM147_HUMAN	6.304827	6.796047	6.368324	6.796047
Q9BVL2	599	sp|Q9BVL2|NUP58_HUMAN	6.913204	6.587037	7.6253615	7.6253615
