Cluster	category	obsRatio	expRatio	bgRatio	foldEnrich	pvalue	ontology	BH	Description	numDEInCat	numInCat	Foreground	Background	geneID	geneNames
F4	GO:0030426	9/181	2/181	72/7365	4.5	6.95640772182928e-06	CC	0.0184915230061666	(CC) growth cone	9	72	181	7365	O43390/O60716/P46940/Q14247/Q16643/Q8WX93/Q93008/Q96N67/Q9Y4I1	HNRNPR/CTNND1/IQGAP1/CTTN/DBN1/PALLD/USP9X/DOCK7/MYO5A
F4	GO:0036464	12/181	2/181	46/7365	6	9.80421644777779e-06	CC	0.0217179734679024	(CC) cytoplasmic ribonucleoprotein granule	12	46	181	7365	O95793/P07437/P19338/P26196/P46940/P62753/Q00839/Q02878/Q07065/Q15365/Q6P2E9/Q9HCE1	STAU1/TUBB/NCL/DDX6/IQGAP1/RPS6/HNRNPU/RPL6/CKAP4/PCBP1/EDC4/MOV10
F4	GO:0003779	16/181	4/181	148/7365	4	1.5926584573894e-05	MF	0.0302400336530894	(MF) actin binding	16	148	181	7365	O43491/O43707/O75369/P07737/P35080/P35579/P47756/P49006/P50402/Q00839/Q13813/Q15149/Q16643/Q8WX93/Q9UPN3/Q9Y2J2	EPB41L2/ACTN4/FLNB/PFN1/PFN2/MYH9/CAPZB/MARCKSL1/EMD/HNRNPU/SPTAN1/PLEC/DBN1/PALLD/MACF1/EPB41L3
F4	GO:0051015	16/181	3/181	121/7365	5.33	2.04114917653439e-05	MF	0.0339111421316482	(MF) actin filament binding	16	121	181	7365	O00159/O43707/P08133/P13639/P21333/P23528/P35221/P35579/P42704/P47756/P55196/Q14847/Q7L576/Q9UPN3/Q9Y490/Q9Y4I1	MYO1C/ACTN4/ANXA6/EEF2/FLNA/CFL1/CTNNA1/MYH9/LRPPRC/CAPZB/AFDN/LASP1/CYFIP1/MACF1/TLN1/MYO5A
F5	GO:0045296	33/100	4/100	256/7365	8.25	4.03903480866115e-13	MF	5.36828116419153e-09	(MF) cadherin binding	33	256	100	7365	O00299/O60716/O60763/O75369/P13639/P14618/P15880/P21333/P33176/P35221/P35579/P37802/P46940/P49327/P50990/P55196/P63104/Q07157/Q08379/Q09666/Q13813/Q14847/Q14C86/Q15149/Q15365/Q16643/Q7KZF4/Q7Z2W4/Q8NC51/Q92616/Q9P0L0/Q9UPN3/Q9Y490	CLIC1/CTNND1/USO1/FLNB/EEF2/PKM/RPS2/FLNA/KIF5B/CTNNA1/MYH9/TAGLN2/IQGAP1/FASN/CCT8/AFDN/YWHAZ/TJP1/GOLGA2/AHNAK/SPTAN1/LASP1/GAPVD1/PLEC/PCBP1/DBN1/SND1/ZC3HAV1/SERBP1/GCN1/VAPA/MACF1/TLN1
F5	GO:0016020	55/100	19/100	1369/7365	2.89	3.71565631250143e-08	CC	0.000246923940247283	(CC) membrane	55	1369	100	7365	O00159/O00203/O00299/O60763/P04899/P05023/P06748/P11413/P13639/P15880/P16615/P19338/P20700/P21333/P22626/P27348/P27708/P33176/P35579/P36578/P40222/P42704/P46777/P48444/P49327/P50851/P53618/P53621/P55011/P55209/P60660/P62917/P63010/P84098/Q00610/Q02543/Q07065/Q09666/Q10471/Q13813/Q14204/Q14789/Q14974/Q14C86/Q15149/Q15365/Q7KZF4/Q8NC51/Q8WUM4/Q92616/Q99805/Q9BSJ8/Q9P2E9/Q9ULH0/Q9UPN3	MYO1C/AP3B1/CLIC1/USO1/GNAI2/ATP1A1/NPM1/G6PD/EEF2/RPS2/ATP2A2/NCL/LMNB1/FLNA/HNRNPA2B1/YWHAQ/CAD/KIF5B/MYH9/RPL4/TXLNA/LRPPRC/RPL5/ARCN1/FASN/LRBA/COPB1/COPA/SLC12A2/NAP1L1/MYL6/RPL8/AP2B1/RPL19/CLTC/RPL18A/CKAP4/AHNAK/GALNT2/SPTAN1/DYNC1H1/GOLGB1/KPNB1/GAPVD1/PLEC/PCBP1/SND1/SERBP1/PDCD6IP/GCN1/TM9SF2/ESYT1/RRBP1/KIDINS220/MACF1
F5	GO:0005886	38/100	18/100	1275/7365	2.11	2.56609094533587e-07	CC	0.00113686382514863	(CC) plasma membrane	38	1275	100	7365	O00159/O00299/O43491/O60716/O75369/O75534/P04792/P04899/P05023/P13639/P21333/P27816/P35221/P35579/P46940/P49006/P49327/P50851/P53618/P55011/P55196/P61026/P61106/P63010/Q00610/Q02952/Q07065/Q07157/Q09666/Q15084/Q15149/Q5T3F8/Q8NC51/Q8WX93/Q9NZM1/Q9P0L0/Q9UPN3/Q9Y2J2	MYO1C/CLIC1/EPB41L2/CTNND1/FLNB/CSDE1/HSPB1/GNAI2/ATP1A1/EEF2/FLNA/MAP4/CTNNA1/MYH9/IQGAP1/MARCKSL1/FASN/LRBA/COPB1/SLC12A2/AFDN/RAB10/RAB14/AP2B1/CLTC/AKAP12/CKAP4/TJP1/AHNAK/PDIA6/PLEC/TMEM63B/SERBP1/PALLD/MYOF/VAPA/MACF1/EPB41L3
F5	GO:0005925	29/100	5/100	331/7365	5.8	4.25539619590239e-07	CC	0.00141396177099347	(CC) focal adhesion	29	331	100	7365	O43491/O43707/O75369/P04792/P06748/P07237/P15880/P21333/P27348/P30101/P35221/P35579/P36578/P46777/P46940/P61026/P62917/P63104/P84098/Q00610/Q02952/Q09666/Q14847/Q15149/Q7L576/Q8WUM4/Q8WX93/Q96N67/Q9Y490	EPB41L2/ACTN4/FLNB/HSPB1/NPM1/P4HB/RPS2/FLNA/YWHAQ/PDIA3/CTNNA1/MYH9/RPL4/RPL5/IQGAP1/RAB10/RPL8/YWHAZ/RPL19/CLTC/AKAP12/AHNAK/LASP1/PLEC/CYFIP1/PDCD6IP/PALLD/DOCK7/TLN1
F5	GO:0070062	56/100	17/100	1188/7365	3.29	6.80730280168142e-06	CC	0.017198152773238	(CC) extracellular exosome	56	1188	100	7365	O00159/O00299/O43491/O43707/O60716/O75369/P04792/P04899/P05023/P07237/P07437/P11413/P13639/P14618/P15880/P19338/P21333/P22626/P27348/P27708/P30101/P32119/P35579/P36578/P37802/P46777/P46940/P49006/P49327/P50990/P53621/P55011/P60660/P61019/P61026/P61106/P63104/P67809/Q00610/Q07065/Q09666/Q13813/Q14204/Q14974/Q15084/Q15149/Q15365/Q7KZF4/Q7L576/Q8NBS9/Q8NC51/Q8WUM4/Q92973/Q99805/Q9NZM1/Q9Y490	MYO1C/CLIC1/EPB41L2/ACTN4/CTNND1/FLNB/HSPB1/GNAI2/ATP1A1/P4HB/TUBB/G6PD/EEF2/PKM/RPS2/NCL/FLNA/HNRNPA2B1/YWHAQ/CAD/PDIA3/PRDX2/MYH9/RPL4/TAGLN2/RPL5/IQGAP1/MARCKSL1/FASN/CCT8/COPA/SLC12A2/MYL6/RAB2A/RAB10/RAB14/YWHAZ/YBX1/CLTC/CKAP4/AHNAK/SPTAN1/DYNC1H1/KPNB1/PDIA6/PLEC/PCBP1/SND1/CYFIP1/TXNDC5/SERBP1/PDCD6IP/TNPO1/TM9SF2/MYOF/TLN1
F5	GO:0051015	12/100	2/100	121/7365	6	8.42953884257059e-06	MF	0.017198152773238	(MF) actin filament binding	12	121	100	7365	O00159/O43707/P13639/P21333/P35221/P35579/P42704/P55196/Q14847/Q7L576/Q9UPN3/Q9Y490	MYO1C/ACTN4/EEF2/FLNA/CTNNA1/MYH9/LRPPRC/AFDN/LASP1/CYFIP1/MACF1/TLN1
F5	GO:0005198	10/100	2/100	77/7365	5	9.0577886850249e-06	MF	0.017198152773238	(MF) structural molecule activity	10	77	100	7365	O43491/P07437/P20700/P27816/P35221/P53618/P53621/Q00610/Q15149/Q9UPN3	EPB41L2/TUBB/LMNB1/MAP4/CTNNA1/COPB1/COPA/CLTC/PLEC/MACF1
F5	GO:1903561	7/100	1/100	28/7365	7	1.23771574346024e-05	CC	0.0205630999329126	(CC) extracellular vesicle	7	28	100	7365	P04899/P05023/P14618/P55011/Q00610/Q13813/Q8WUM4	GNAI2/ATP1A1/PKM/SLC12A2/CLTC/SPTAN1/PDCD6IP
F6	GO:0045296	45/157	6/157	256/7365	7.5	1.40950395425448e-14	MF	1.87337170559964e-10	(MF) cadherin binding	45	256	157	7365	O00299/O00571/O60664/O60716/O60763/O75369/O95292/P07737/P14618/P15880/P21333/P26641/P29692/P33176/P35221/P35579/P37802/P46940/P47756/P47914/P49327/P50402/P50990/P55196/P63104/Q00341/Q02878/Q05682/Q07157/Q08379/Q09666/Q13813/Q14247/Q14847/Q15149/Q15365/Q16643/Q16658/Q7Z2W4/Q8NC51/Q8WWM7/Q92616/Q9P0L0/Q9UPN3/Q9Y490	CLIC1/DDX3X/PLIN3/CTNND1/USO1/FLNB/VAPB/PFN1/PKM/RPS2/FLNA/EEF1G/EEF1D/KIF5B/CTNNA1/MYH9/TAGLN2/IQGAP1/CAPZB/RPL29/FASN/EMD/CCT8/AFDN/YWHAZ/HDLBP/RPL6/CALD1/TJP1/GOLGA2/AHNAK/SPTAN1/CTTN/LASP1/PLEC/PCBP1/DBN1/FSCN1/ZC3HAV1/SERBP1/ATXN2L/GCN1/VAPA/MACF1/TLN1
F6	GO:0016020	86/157	30/157	1369/7365	2.87	1.24972274029273e-11	CC	8.30503247061531e-08	(CC) membrane	86	1369	157	7365	O00159/O00203/O00299/O14617/O14745/O14980/O60664/O60763/O95793/P00387/P04406/P04899/P05023/P07737/P07814/P08133/P10809/P11413/P11586/P15880/P16615/P18124/P19338/P20700/P21333/P22626/P23528/P26373/P26641/P27348/P27708/P27824/P31689/P33176/P35579/P36578/P42704/P46776/P46777/P47914/P48444/P49327/P50402/P50851/P52272/P52292/P53618/P53621/P55011/P55060/P55209/P60660/P62241/P62280/P62917/P63010/P78527/P84098/Q00610/Q02543/Q02878/Q07020/Q07065/Q09666/Q10471/Q13813/Q14204/Q14789/Q14974/Q15149/Q15154/Q15365/Q15717/Q5SRE5/Q63HN8/Q8NC51/Q8WUM4/Q8WWM7/Q92616/Q93008/Q99805/Q9BSJ8/Q9H7F0/Q9P2E9/Q9ULH0/Q9UPN3	MYO1C/AP3B1/CLIC1/AP3D1/SLC9A3R1/XPO1/PLIN3/USO1/STAU1/CYB5R3/GAPDH/GNAI2/ATP1A1/PFN1/EPRS/ANXA6/HSPD1/G6PD/MTHFD1/RPS2/ATP2A2/RPL7/NCL/LMNB1/FLNA/HNRNPA2B1/CFL1/RPL13/EEF1G/YWHAQ/CAD/CANX/DNAJA1/KIF5B/MYH9/RPL4/LRPPRC/RPL27A/RPL5/RPL29/ARCN1/FASN/EMD/LRBA/HNRNPM/KPNA2/COPB1/COPA/SLC12A2/CSE1L/NAP1L1/MYL6/RPS8/RPS11/RPL8/AP2B1/PRKDC/RPL19/CLTC/RPL18A/RPL6/RPL18/CKAP4/AHNAK/GALNT2/SPTAN1/DYNC1H1/GOLGB1/KPNB1/PLEC/PCM1/PCBP1/ELAVL1/NUP188/RNF213/SERBP1/PDCD6IP/ATXN2L/GCN1/USP9X/TM9SF2/ESYT1/ATP13A3/RRBP1/KIDINS220/MACF1
F6	GO:0005925	41/157	8/157	331/7365	5.12	8.47453033889389e-08	CC	0.000375449942447462	(CC) focal adhesion	41	331	157	7365	O43491/O43707/O75369/P04792/P07237/P07737/P08133/P15880/P18124/P21291/P21333/P23528/P27348/P30101/P35221/P35579/P36578/P46777/P46940/P61026/P62140/P62241/P62280/P62917/P63104/P84098/Q00610/Q02878/Q07020/Q09666/Q13283/Q14247/Q14847/Q15149/Q15654/Q15942/Q7L576/Q8WUM4/Q8WX93/Q96N67/Q9Y490	EPB41L2/ACTN4/FLNB/HSPB1/P4HB/PFN1/ANXA6/RPS2/RPL7/CSRP1/FLNA/CFL1/YWHAQ/PDIA3/CTNNA1/MYH9/RPL4/RPL5/IQGAP1/RAB10/PPP1CB/RPS8/RPS11/RPL8/YWHAZ/RPL19/CLTC/RPL6/RPL18/AHNAK/G3BP1/CTTN/LASP1/PLEC/TRIP6/ZYX/CYFIP1/PDCD6IP/PALLD/DOCK7/TLN1
F6	GO:0003779	16/157	4/157	148/7365	4	2.36960435559657e-06	MF	0.00787360287255849	(MF) actin binding	16	148	157	7365	O43491/O43707/O75369/P07737/P35080/P35579/P47756/P50402/Q05682/Q13813/Q15149/Q16643/Q16658/Q8WX93/Q9UPN3/Q9Y2J2	EPB41L2/ACTN4/FLNB/PFN1/PFN2/MYH9/CAPZB/EMD/CALD1/SPTAN1/PLEC/DBN1/FSCN1/PALLD/MACF1/EPB41L3
F6	GO:0003723	75/157	25/157	1163/7365	3	6.52793588526381e-06	MF	0.0173525591702082	(MF) RNA binding	75	1163	157	7365	O00571/O14980/O43707/O60763/O60841/O75369/O75534/O95793/P04792/P05455/P07237/P07737/P10809/P13667/P14618/P15880/P18124/P19338/P21291/P21333/P22626/P23588/P26373/P27816/P27824/P30101/P31942/P35221/P35579/P36578/P42704/P46776/P46777/P47914/P48444/P49327/P52272/P52292/P55209/P62241/P62280/P62917/P63104/P67809/P78527/P84098/Q00341/Q00610/Q02543/Q02790/Q02878/Q07020/Q07065/Q09666/Q13283/Q14103/Q14157/Q14204/Q14789/Q14974/Q15149/Q15365/Q15654/Q15717/Q15942/Q16658/Q7Z2W4/Q8NC51/Q8WWM7/Q92616/Q92973/Q9HCE1/Q9NP81/Q9P2E9/Q9UPN3	DDX3X/XPO1/ACTN4/USO1/EIF5B/FLNB/CSDE1/STAU1/HSPB1/SSB/P4HB/PFN1/HSPD1/PDIA4/PKM/RPS2/RPL7/NCL/CSRP1/FLNA/HNRNPA2B1/EIF4B/RPL13/MAP4/CANX/PDIA3/HNRNPH3/CTNNA1/MYH9/RPL4/LRPPRC/RPL27A/RPL5/RPL29/ARCN1/FASN/HNRNPM/KPNA2/NAP1L1/RPS8/RPS11/RPL8/YWHAZ/YBX1/PRKDC/RPL19/HDLBP/CLTC/RPL18A/FKBP4/RPL6/RPL18/CKAP4/AHNAK/G3BP1/HNRNPD/UBAP2L/DYNC1H1/GOLGB1/KPNB1/PLEC/PCBP1/TRIP6/ELAVL1/ZYX/FSCN1/ZC3HAV1/SERBP1/ATXN2L/GCN1/TNPO1/MOV10/SARS2/RRBP1/MACF1
F6	GO:0005886	48/157	28/157	1275/7365	1.71	1.10115269703941e-05	CC	0.0235200227146214	(CC) plasma membrane	48	1275	157	7365	O00159/O00299/O14617/O43491/O60716/O75369/O75534/O95793/P04406/P04792/P04899/P05023/P07814/P10809/P21333/P27816/P35221/P35579/P46940/P49327/P50851/P51149/P53618/P55011/P55196/P61026/P61106/P62136/P62140/P63010/Q00341/Q00610/Q05682/Q07065/Q07157/Q09666/Q14247/Q15084/Q15149/Q15654/Q5T3F8/Q8NC51/Q8WX93/Q9H910/Q9NZM1/Q9P0L0/Q9UPN3/Q9Y2J2	MYO1C/CLIC1/AP3D1/EPB41L2/CTNND1/FLNB/CSDE1/STAU1/GAPDH/HSPB1/GNAI2/ATP1A1/EPRS/HSPD1/FLNA/MAP4/CTNNA1/MYH9/IQGAP1/FASN/LRBA/RAB7A/COPB1/SLC12A2/AFDN/RAB10/RAB14/PPP1CA/PPP1CB/AP2B1/HDLBP/CLTC/CALD1/CKAP4/TJP1/AHNAK/CTTN/PDIA6/PLEC/TRIP6/TMEM63B/SERBP1/PALLD/JPT2/MYOF/VAPA/MACF1/EPB41L3
F6	GO:0051015	15/157	3/157	121/7365	5	1.35402873288614e-05	MF	0.0235200227146214	(MF) actin filament binding	15	121	157	7365	O00159/O43707/P08133/P21333/P23528/P35221/P35579/P42704/P47756/P55196/Q14847/Q16658/Q7L576/Q9UPN3/Q9Y490	MYO1C/ACTN4/ANXA6/FLNA/CFL1/CTNNA1/MYH9/LRPPRC/CAPZB/AFDN/LASP1/FSCN1/CYFIP1/MACF1/TLN1
F6	GO:0015629	15/157	3/157	133/7365	5	1.41569619830691e-05	CC	0.0235200227146214	(CC) actin cytoskeleton	15	133	157	7365	O14745/O43707/O75369/P21333/P35221/P35579/P46940/P47756/Q05682/Q09666/Q16643/Q16658/Q5T3F8/Q8WX93/Q9UPN3	SLC9A3R1/ACTN4/FLNB/FLNA/CTNNA1/MYH9/IQGAP1/CAPZB/CALD1/AHNAK/DBN1/FSCN1/TMEM63B/PALLD/MACF1
F6	GO:0005795	5/157	1/157	22/7365	5	1.97921586597849e-05	CC	0.0272497546586799	(CC) Golgi stack	5	22	157	7365	O60763/P61106/Q10471/Q14789/Q99996	USO1/RAB14/GALNT2/GOLGB1/AKAP9
F6	GO:0030426	8/157	2/157	72/7365	4	2.05024111494093e-05	CC	0.0272497546586799	(CC) growth cone	8	72	157	7365	O60716/P46940/Q14247/Q16643/Q16658/Q8WX93/Q93008/Q96N67	CTNND1/IQGAP1/CTTN/DBN1/FSCN1/PALLD/USP9X/DOCK7
F7	GO:0045296	45/172	6/172	256/7365	7.5	2.006116950547e-13	MF	2.66633003897202e-09	(MF) cadherin binding	45	256	172	7365	O00299/O60716/O60763/O75369/O95292/O95817/P06733/P14618/P15880/P21333/P33176/P35221/P35579/P37802/P46940/P47914/P49207/P49327/P50402/P50990/P55196/P62424/P63104/Q00341/Q02878/Q05682/Q07157/Q08379/Q09666/Q13813/Q14247/Q14847/Q14C86/Q15149/Q15365/Q16643/Q32MZ4/Q7KZF4/Q7Z2W4/Q8NC51/Q8WWM7/Q92616/Q9UHB6/Q9UPN3/Q9Y490	CLIC1/CTNND1/USO1/FLNB/VAPB/BAG3/ENO1/PKM/RPS2/FLNA/KIF5B/CTNNA1/MYH9/TAGLN2/IQGAP1/RPL29/RPL34/FASN/EMD/CCT8/AFDN/RPL7A/YWHAZ/HDLBP/RPL6/CALD1/TJP1/GOLGA2/AHNAK/SPTAN1/CTTN/LASP1/GAPVD1/PLEC/PCBP1/DBN1/LRRFIP1/SND1/ZC3HAV1/SERBP1/ATXN2L/GCN1/LIMA1/MACF1/TLN1
F7	GO:0016020	91/172	32/172	1369/7365	2.84	1.44034047253762e-11	CC	9.57178261024878e-08	(CC) membrane	91	1369	172	7365	O00159/O00203/O00299/O14578/O14617/O60763/P00387/P04406/P04899/P05023/P06733/P06748/P07814/P07910/P08133/P10809/P11413/P11586/P15880/P15924/P16435/P16615/P18124/P19338/P20700/P21333/P22626/P23528/P26373/P27348/P27708/P33176/P35579/P36578/P40222/P42704/P46777/P47914/P49327/P50402/P50851/P51114/P52272/P53618/P53621/P55011/P55060/P58107/P60660/P62241/P62280/P62424/P62753/P62917/P63010/P78527/P84098/Q00610/Q00839/Q02543/Q02878/Q07065/Q09666/Q10471/Q13813/Q14203/Q14204/Q14739/Q14789/Q14974/Q14C86/Q15149/Q15154/Q15233/Q15365/Q15717/Q6P2E9/Q7KZF4/Q7Z6Z7/Q8NC51/Q8WUM4/Q8WWM7/Q92616/Q96HC4/Q99805/Q9BSJ8/Q9NZB2/Q9P2E9/Q9ULH0/Q9UPN3/Q9Y520	MYO1C/AP3B1/CLIC1/CIT/AP3D1/USO1/CYB5R3/GAPDH/GNAI2/ATP1A1/ENO1/NPM1/EPRS/HNRNPC/ANXA6/HSPD1/G6PD/MTHFD1/RPS2/DSP/POR/ATP2A2/RPL7/NCL/LMNB1/FLNA/HNRNPA2B1/CFL1/RPL13/YWHAQ/CAD/KIF5B/MYH9/RPL4/TXLNA/LRPPRC/RPL5/RPL29/FASN/EMD/LRBA/FXR1/HNRNPM/COPB1/COPA/SLC12A2/CSE1L/EPPK1/MYL6/RPS8/RPS11/RPL7A/RPS6/RPL8/AP2B1/PRKDC/RPL19/CLTC/HNRNPU/RPL18A/RPL6/CKAP4/AHNAK/GALNT2/SPTAN1/DCTN1/DYNC1H1/LBR/GOLGB1/KPNB1/GAPVD1/PLEC/PCM1/NONO/PCBP1/ELAVL1/EDC4/SND1/HUWE1/SERBP1/PDCD6IP/ATXN2L/GCN1/PDLIM5/TM9SF2/ESYT1/FAM120A/RRBP1/KIDINS220/MACF1/PRRC2C
F7	GO:0005925	44/172	8/172	331/7365	5.5	2.19283500322393e-08	CC	9.71499000928308e-05	(CC) focal adhesion	44	331	172	7365	O43491/O43707/O75369/O95819/P04792/P06748/P07237/P08133/P15880/P18124/P21291/P21333/P23528/P27348/P28482/P30101/P35221/P35579/P36578/P46777/P46940/P61026/P62241/P62280/P62424/P62917/P63104/P84098/Q00610/Q02878/Q09666/Q13283/Q14247/Q14847/Q15149/Q15654/Q15942/Q7L576/Q8WUM4/Q8WX93/Q96N67/Q9UHB6/Q9ULV4/Q9Y490	EPB41L2/ACTN4/FLNB/MAP4K4/HSPB1/NPM1/P4HB/ANXA6/RPS2/RPL7/CSRP1/FLNA/CFL1/YWHAQ/MAPK1/PDIA3/CTNNA1/MYH9/RPL4/RPL5/IQGAP1/RAB10/RPS8/RPS11/RPL7A/RPL8/YWHAZ/RPL19/CLTC/RPL6/AHNAK/G3BP1/CTTN/LASP1/PLEC/TRIP6/ZYX/CYFIP1/PDCD6IP/PALLD/DOCK7/LIMA1/CORO1C/TLN1
F7	GO:0003723	85/172	28/172	1163/7365	3.04	8.22371896075639e-08	MF	0.000273253621768533	(MF) RNA binding	85	1163	172	7365	O43707/O60763/O60841/O75369/P04792/P05455/P06733/P06748/P07237/P07910/P10809/P13667/P14618/P15880/P15924/P18124/P19338/P21291/P21333/P22314/P22626/P23588/P26373/P27816/P30101/P31948/P35221/P35579/P36578/P42704/P46777/P47914/P49207/P49327/P49368/P51114/P52272/P55072/P58107/P62241/P62280/P62424/P62753/P62917/P63104/P67809/P78527/P84098/P84103/Q00341/Q00610/Q00839/Q02543/Q02790/Q02878/Q07065/Q09666/Q13283/Q13310/Q14103/Q14157/Q14204/Q14739/Q14789/Q14974/Q14978/Q15149/Q15233/Q15365/Q15654/Q15717/Q15942/Q16629/Q7KZF4/Q7Z2W4/Q7Z6Z7/Q8NC51/Q8WWM7/Q92616/Q9NP81/Q9NZB2/Q9P2E9/Q9UPN3/Q9Y3F4/Q9Y520	ACTN4/USO1/EIF5B/FLNB/HSPB1/SSB/ENO1/NPM1/P4HB/HNRNPC/HSPD1/PDIA4/PKM/RPS2/DSP/RPL7/NCL/CSRP1/FLNA/UBA1/HNRNPA2B1/EIF4B/RPL13/MAP4/PDIA3/STIP1/CTNNA1/MYH9/RPL4/LRPPRC/RPL5/RPL29/RPL34/FASN/CCT3/FXR1/HNRNPM/VCP/EPPK1/RPS8/RPS11/RPL7A/RPS6/RPL8/YWHAZ/YBX1/PRKDC/RPL19/SRSF3/HDLBP/CLTC/HNRNPU/RPL18A/FKBP4/RPL6/CKAP4/AHNAK/G3BP1/PABPC4/HNRNPD/UBAP2L/DYNC1H1/LBR/GOLGB1/KPNB1/NOLC1/PLEC/NONO/PCBP1/TRIP6/ELAVL1/ZYX/SRSF7/SND1/ZC3HAV1/HUWE1/SERBP1/ATXN2L/GCN1/SARS2/FAM120A/RRBP1/MACF1/STRAP/PRRC2C
F7	GO:0003779	16/172	4/172	148/7365	4	6.85779982195329e-06	MF	0.0141962049079194	(MF) actin binding	16	148	172	7365	O43491/O43707/O75369/P35579/P35580/P49006/P50402/Q00839/Q05682/Q13813/Q15149/Q16643/Q8WX93/Q96HC4/Q9UPN3/Q9Y2J2	EPB41L2/ACTN4/FLNB/MYH9/MYH10/MARCKSL1/EMD/HNRNPU/CALD1/SPTAN1/PLEC/DBN1/PALLD/PDLIM5/MACF1/EPB41L3
F7	GO:0005886	52/172	30/172	1275/7365	1.73	7.11546815726627e-06	CC	0.0141962049079194	(CC) plasma membrane	52	1275	172	7365	O00159/O00299/O14617/O43491/O60716/O75369/O95817/P04406/P04792/P04899/P05023/P06733/P07814/P10809/P15924/P21333/P27816/P28482/P35221/P35579/P46940/P49006/P49327/P49368/P50851/P51149/P53618/P55011/P55196/P61026/P61106/P62136/P63010/Q00341/Q00610/Q05682/Q07065/Q07157/Q09666/Q14247/Q15084/Q15149/Q15654/Q32MZ4/Q5T3F8/Q8NC51/Q8WX93/Q9NZB2/Q9NZM1/Q9UHB6/Q9UPN3/Q9Y2J2	MYO1C/CLIC1/AP3D1/EPB41L2/CTNND1/FLNB/BAG3/GAPDH/HSPB1/GNAI2/ATP1A1/ENO1/EPRS/HSPD1/DSP/FLNA/MAP4/MAPK1/CTNNA1/MYH9/IQGAP1/MARCKSL1/FASN/CCT3/LRBA/RAB7A/COPB1/SLC12A2/AFDN/RAB10/RAB14/PPP1CA/AP2B1/HDLBP/CLTC/CALD1/CKAP4/TJP1/AHNAK/CTTN/PDIA6/PLEC/TRIP6/LRRFIP1/TMEM63B/SERBP1/PALLD/FAM120A/MYOF/LIMA1/MACF1/EPB41L3
F7	GO:0051015	16/172	3/172	121/7365	5.33	7.7375717537463e-06	MF	0.0141962049079194	(MF) actin filament binding	16	121	172	7365	O00159/O43707/P08133/P21333/P23528/P35221/P35579/P35580/P42704/P55196/Q14847/Q7L576/Q9UHB6/Q9ULV4/Q9UPN3/Q9Y490	MYO1C/ACTN4/ANXA6/FLNA/CFL1/CTNNA1/MYH9/MYH10/LRPPRC/AFDN/LASP1/CYFIP1/LIMA1/CORO1C/MACF1/TLN1
F7	GO:0015629	16/172	4/172	133/7365	4	8.54485285255848e-06	CC	0.0141962049079194	(CC) actin cytoskeleton	16	133	172	7365	O43707/O75369/P07910/P21333/P35221/P35579/P46940/Q05682/Q09666/Q16643/Q5T3F8/Q8WX93/Q96HC4/Q9UHB6/Q9ULV4/Q9UPN3	ACTN4/FLNB/HNRNPC/FLNA/CTNNA1/MYH9/IQGAP1/CALD1/AHNAK/DBN1/TMEM63B/PALLD/PDLIM5/LIMA1/CORO1C/MACF1
