Cluster	category	obsRatio	expRatio	bgRatio	foldEnrich	pvalue	numDEInCat	numInCat	Foreground	Background	geneID	geneNames
F17	ARM-like	30/556	12/556	156/7398	2.5	1.26354084177321e-07	30	156	556	7398	O00410/O14980/O60716/O60763/O75533/O94822/P52292/P53618/P55060/P63010/Q13200/Q14008/Q14669/Q14671/Q14974/Q15021/Q29RF7/Q5UIP0/Q5VYK3/Q86VP6/Q8TB72/Q8TCG1/Q8TEX9/Q92616/Q92973/Q9BPX3/Q9HAV4/Q9NXF1/Q9UIA9/Q9Y5L0	IPO5/XPO1/CTNND1/USO1/SF3B1/LTN1/KPNA2/COPB1/CSE1L/AP2B1/PSMD2/CKAP5/TRIP12/PUM1/KPNB1/NCAPD2/PDS5A/RIF1/ECPAS/CAND1/PUM2/CIP2A/IPO4/GCN1/TNPO1/NCAPG/XPO5/TEX10/XPO7/TNPO3
F17	DEAD/DEAH_box_helicase_dom	20/556	5/556	59/7398	4	3.57479146708291e-07	20	59	556	7398	O00571/O43143/O75643/P26196/P38919/P60842/Q08211/Q6P158/Q7L014/Q7L2E3/Q8TDD1/Q92499/Q92841/Q9BQ39/Q9BUQ8/Q9H0S4/Q9H2U1/Q9NR30/Q9NY93/Q9UHI6	DDX3X/DHX15/SNRNP200/DDX6/EIF4A3/EIF4A1/DHX9/DHX57/DDX46/DHX30/DDX54/DDX1/DDX17/DDX50/DDX23/DDX47/DHX36/DDX21/DDX56/DDX20
F17	SAP_dom	10/556	2/556	18/7398	5	1.80752525751022e-06	10	18	556	7398	P12956/Q00839/Q13435/Q14151/Q15424/Q1KMD3/Q8IX12/Q9BUJ2/Q9NWH9/Q9UKV3	XRCC6/HNRNPU/SF3B2/SAFB2/SAFB/HNRNPUL2/CCAR1/HNRNPUL1/SLTM/ACIN1
F17	SAP_dom_sf	10/556	2/556	20/7398	5	7.25717273734156e-06	10	20	556	7398	P12956/Q00839/Q13435/Q14151/Q15424/Q1KMD3/Q8IX12/Q9BUJ2/Q9NWH9/Q9UKV3	XRCC6/HNRNPU/SF3B2/SAFB2/SAFB/HNRNPUL2/CCAR1/HNRNPUL1/SLTM/ACIN1
F17	RNA_helicase_DEAD_Q_motif	14/556	3/556	33/7398	4.67	7.28873933619502e-06	14	33	556	7398	O00571/P26196/P38919/P60842/Q7L014/Q8TDD1/Q92499/Q92841/Q9BQ39/Q9BUQ8/Q9H0S4/Q9NR30/Q9NY93/Q9UHI6	DDX3X/DDX6/EIF4A3/EIF4A1/DDX46/DDX54/DDX1/DDX17/DDX50/DDX23/DDX47/DDX21/DDX56/DDX20
F17	Helicase_ATP-bd	20/556	8/556	95/7398	2.5	1.22123533891133e-05	20	95	556	7398	O00571/O43143/O75643/P26196/P38919/P60842/Q08211/Q6P158/Q7L014/Q7L2E3/Q8TDD1/Q92499/Q92841/Q9BQ39/Q9BUQ8/Q9H0S4/Q9H2U1/Q9NR30/Q9NY93/Q9UHI6	DDX3X/DHX15/SNRNP200/DDX6/EIF4A3/EIF4A1/DHX9/DHX57/DDX46/DHX30/DDX54/DDX1/DDX17/DDX50/DDX23/DDX47/DHX36/DDX21/DDX56/DDX20
F17	Helicase_C	20/556	7/556	93/7398	2.86	1.30595744770152e-05	20	93	556	7398	O00571/O43143/O75643/P26196/P38919/P60842/Q08211/Q6P158/Q7L014/Q7L2E3/Q8TDD1/Q92499/Q92841/Q9BQ39/Q9BUQ8/Q9H0S4/Q9H2U1/Q9NR30/Q9NY93/Q9UHI6	DDX3X/DHX15/SNRNP200/DDX6/EIF4A3/EIF4A1/DHX9/DHX57/DDX46/DHX30/DDX54/DDX1/DDX17/DDX50/DDX23/DDX47/DHX36/DDX21/DDX56/DDX20
F17	BAT2_N	3/556	1/556	3/7398	3	4.9328616129033e-05	3	3	556	7398	P48634/Q5JSZ5/Q9Y520	PRRC2A/PRRC2B/PRRC2C
F17	PRRC2	3/556	1/556	3/7398	3	4.9328616129033e-05	3	3	556	7398	P48634/Q5JSZ5/Q9Y520	PRRC2A/PRRC2B/PRRC2C
F17	Znf_CCCH_sf	6/556	2/556	24/7398	3	6.5520638628658e-05	6	24	556	7398	Q5T200/Q6P158/Q86VM9/Q8IWR0/Q9C0B0/Q9UPT8	ZC3H13/DHX57/ZC3H18/ZC3H7A/UNK/ZC3H4
F17	Znf_CCCH	8/556	3/556	35/7398	2.67	7.45102792917359e-05	8	35	556	7398	Q01081/Q5T200/Q6P158/Q7Z2W4/Q86VM9/Q8IWR0/Q9C0B0/Q9UPT8	U2AF1L5/U2AF1/ZC3H13/DHX57/ZC3HAV1/ZC3H18/ZC3H7A/UNK/ZC3H4
F18	RBD_domain_sf	72/539	13/539	174/7398	5.54	7.77217117796155e-24	72	174	539	7398	O14979/O15042/O43251/O43390/O75494/O75821/P05455/P07910/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62995/P84103/P98175/P98179/Q01085/Q01844/Q05519/Q07955/Q13148/Q13151/Q13242/Q13247/Q13283/Q13310/Q14103/Q14151/Q14498/Q14966/Q15020/Q15233/Q15424/Q15427/Q15717/Q16629/Q4G0J3/Q86V81/Q8N684/Q8WUA2/Q8WVV9/Q8WXA9/Q8WXF1/Q92804/Q96E39/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9BXP5/Q9NR30/Q9NTZ6/Q9NWH9/Q9UBU9/Q9UKM9/Q9UKV3/Q9UN86/Q9UPQ9/Q9Y6M1	HNRNPDL/U2SURP/RBFOX2/HNRNPR/SRSF10/EIF3G/SSB/HNRNPC/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/TRA2B/SRSF3/RBM10/RBM3/TIAL1/EWSR1/SRSF11/SRSF1/TARDBP/HNRNPA0/SRSF9/SRSF6/G3BP1/PABPC4/HNRNPD/SAFB2/RBM39/ZNF638/SART3/NONO/SAFB/SF3B4/ELAVL1/SRSF7/LARP7/ALYREF/CPSF7/PPIL4/HNRNPLL/SREK1/PSPC1/TAF15/RBMXL1/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/SRRT/DDX21/RBM12/SLTM/NXF1/RALY/ACIN1/G3BP2/TNRC6B/IGF2BP2
F18	Nucleotide-bd_a/b_plait_sf	71/539	13/539	173/7398	5.46	3.62081204522395e-23	71	173	539	7398	O14979/O15042/O43251/O43390/O75494/O75821/P05455/P07910/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62750/P62995/P84103/P98175/P98179/Q01085/Q01844/Q05519/Q07955/Q13148/Q13151/Q13242/Q13247/Q13310/Q14103/Q14151/Q14498/Q14966/Q15020/Q15233/Q15424/Q15427/Q15717/Q16629/Q4G0J3/Q86V81/Q8N684/Q8WUA2/Q8WVV9/Q8WXA9/Q8WXF1/Q92804/Q96E39/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9BXP5/Q9NTZ6/Q9NWH9/Q9UBU9/Q9UKM9/Q9UKV3/Q9UN86/Q9UPQ9/Q9Y6M1	HNRNPDL/U2SURP/RBFOX2/HNRNPR/SRSF10/EIF3G/SSB/HNRNPC/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/RPL23A/TRA2B/SRSF3/RBM10/RBM3/TIAL1/EWSR1/SRSF11/SRSF1/TARDBP/HNRNPA0/SRSF9/SRSF6/PABPC4/HNRNPD/SAFB2/RBM39/ZNF638/SART3/NONO/SAFB/SF3B4/ELAVL1/SRSF7/LARP7/ALYREF/CPSF7/PPIL4/HNRNPLL/SREK1/PSPC1/TAF15/RBMXL1/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/SRRT/RBM12/SLTM/NXF1/RALY/ACIN1/G3BP2/TNRC6B/IGF2BP2
F18	RRM_dom	67/539	12/539	153/7398	5.58	4.69186777538593e-22	67	153	539	7398	O14979/O15042/O43251/O43390/O75494/O75821/P05455/P07910/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62995/P84103/P98175/P98179/Q01085/Q01844/Q05519/Q07955/Q13148/Q13151/Q13242/Q13247/Q13283/Q13310/Q14103/Q14151/Q14498/Q14966/Q15020/Q15233/Q15424/Q15427/Q15717/Q16629/Q4G0J3/Q86V81/Q8N684/Q8WUA2/Q8WVV9/Q8WXA9/Q8WXF1/Q92804/Q96E39/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9NTZ6/Q9NWH9/Q9UKM9/Q9UN86/Q9Y6M1	HNRNPDL/U2SURP/RBFOX2/HNRNPR/SRSF10/EIF3G/SSB/HNRNPC/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/TRA2B/SRSF3/RBM10/RBM3/TIAL1/EWSR1/SRSF11/SRSF1/TARDBP/HNRNPA0/SRSF9/SRSF6/G3BP1/PABPC4/HNRNPD/SAFB2/RBM39/ZNF638/SART3/NONO/SAFB/SF3B4/ELAVL1/SRSF7/LARP7/ALYREF/CPSF7/PPIL4/HNRNPLL/SREK1/PSPC1/TAF15/RBMXL1/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/RBM12/SLTM/RALY/G3BP2/IGF2BP2
F18	ARM-type_fold	44/539	20/539	274/7398	2.2	6.77683442654189e-10	44	274	539	7398	O00203/O00410/O14617/O14980/O60763/O75533/P09960/P52292/P53618/P55010/P55060/P78344/P78527/Q00610/Q04637/Q13200/Q14008/Q14974/Q15021/Q29RF7/Q53EL6/Q5H9R7/Q5JTH9/Q5SRE5/Q5T4S7/Q5VYK3/Q6KC79/Q6YHU6/Q7Z6Z7/Q86VP6/Q8IZL8/Q8TCG1/Q8TEX9/Q92616/Q92973/Q93008/Q9BPX3/Q9HAV4/Q9HCG8/Q9P2E3/Q9UIA9/Q9UPU5/Q9Y4A5/Q9Y5L0	AP3B1/IPO5/AP3D1/XPO1/USO1/SF3B1/LTA4H/KPNA2/COPB1/EIF5/CSE1L/EIF4G2/PRKDC/CLTC/EIF4G1/PSMD2/CKAP5/KPNB1/NCAPD2/PDS5A/PDCD4/PPP6R3/RRP12/NUP188/UBR4/ECPAS/NIPBL/THADA/HUWE1/CAND1/PELP1/CIP2A/IPO4/GCN1/TNPO1/USP9X/NCAPG/XPO5/CWC22/ZNFX1/XPO7/USP24/TRRAP/TNPO3
F18	DEAD/DEAH_box_helicase_dom	23/539	5/539	59/7398	4.6	1.53084937289828e-09	23	59	539	7398	O00148/O00571/O43143/O75643/P26196/P42285/P46063/P60842/Q08211/Q14240/Q6P158/Q7L014/Q7L2E3/Q86XP3/Q8TDD1/Q92499/Q92841/Q9BUQ8/Q9H0S4/Q9H2U1/Q9NR30/Q9NY93/Q9UHI6	DDX39A/DDX3X/DHX15/SNRNP200/DDX6/MTREX/RECQL/EIF4A1/DHX9/EIF4A2/DHX57/DDX46/DHX30/DDX42/DDX54/DDX1/DDX17/DDX23/DDX47/DHX36/DDX21/DDX56/DDX20
F18	Helicase_ATP-bd	25/539	7/539	95/7398	3.57	4.57371362364501e-09	25	95	539	7398	O00148/O00571/O14646/O43143/O75643/P26196/P42285/P46063/P60842/Q08211/Q14240/Q14839/Q6P158/Q7L014/Q7L2E3/Q86XP3/Q8TDD1/Q92499/Q92841/Q9BUQ8/Q9H0S4/Q9H2U1/Q9NR30/Q9NY93/Q9UHI6	DDX39A/DDX3X/CHD1/DHX15/SNRNP200/DDX6/MTREX/RECQL/EIF4A1/DHX9/EIF4A2/CHD4/DHX57/DDX46/DHX30/DDX42/DDX54/DDX1/DDX17/DDX23/DDX47/DHX36/DDX21/DDX56/DDX20
F18	Helicase_C	25/539	7/539	93/7398	3.57	5.04775768870519e-09	25	93	539	7398	O00148/O00571/O14646/O43143/O75643/P26196/P42285/P46063/P60842/Q08211/Q14240/Q14839/Q6P158/Q7L014/Q7L2E3/Q86XP3/Q8TDD1/Q92499/Q92841/Q9BUQ8/Q9H0S4/Q9H2U1/Q9NR30/Q9NY93/Q9UHI6	DDX39A/DDX3X/CHD1/DHX15/SNRNP200/DDX6/MTREX/RECQL/EIF4A1/DHX9/EIF4A2/CHD4/DHX57/DDX46/DHX30/DDX42/DDX54/DDX1/DDX17/DDX23/DDX47/DHX36/DDX21/DDX56/DDX20
F18	RNA_helicase_DEAD_Q_motif	15/539	3/539	33/7398	5	1.06995160922219e-06	15	33	539	7398	O00148/O00571/P26196/P60842/Q14240/Q7L014/Q86XP3/Q8TDD1/Q92499/Q92841/Q9BUQ8/Q9H0S4/Q9NR30/Q9NY93/Q9UHI6	DDX39A/DDX3X/DDX6/EIF4A1/EIF4A2/DDX46/DDX42/DDX54/DDX1/DDX17/DDX23/DDX47/DDX21/DDX56/DDX20
F18	SAP_dom	9/539	2/539	18/7398	4.5	1.61901466397883e-05	9	18	539	7398	P12956/Q00839/Q13435/Q14151/Q15424/Q1KMD3/Q9BUJ2/Q9NWH9/Q9UKV3	XRCC6/HNRNPU/SF3B2/SAFB2/SAFB/HNRNPUL2/HNRNPUL1/SLTM/ACIN1
F18	RNA-helicase_DEAD-box_CS	11/539	2/539	23/7398	5.5	2.62564813941443e-05	11	23	539	7398	O00571/P26196/P60842/Q14240/Q7L014/Q86XP3/Q8TDD1/Q92841/Q9BUQ8/Q9H0S4/Q9UHI6	DDX3X/DDX6/EIF4A1/EIF4A2/DDX46/DDX42/DDX54/DDX17/DDX23/DDX47/DDX20
F18	BAT2_N	3/539	1/539	3/7398	3	2.99493549342726e-05	3	3	539	7398	P48634/Q5JSZ5/Q9Y520	PRRC2A/PRRC2B/PRRC2C
F18	PRRC2	3/539	1/539	3/7398	3	2.99493549342726e-05	3	3	539	7398	P48634/Q5JSZ5/Q9Y520	PRRC2A/PRRC2B/PRRC2C
F18	KH_dom_type_1	12/539	3/539	32/7398	4	4.6322763012378e-05	12	32	539	7398	A1L020/O75179/P51114/P51116/Q00341/Q07666/Q15365/Q15366/Q92945/Q96AE4/Q96I24/Q9Y6M1	MEX3A/ANKRD17/FXR1/FXR2/HDLBP/KHDRBS1/PCBP1/PCBP2/KHSRP/FUBP1/FUBP3/IGF2BP2
F18	ARM-like	24/539	12/539	156/7398	2	5.40980043100831e-05	24	156	539	7398	O00410/O14617/O14980/O60763/O75533/P52292/P53618/P55060/Q13200/Q14008/Q14974/Q15021/Q29RF7/Q5VYK3/Q6KC79/Q86VP6/Q8TCG1/Q8TEX9/Q92616/Q92973/Q9BPX3/Q9HAV4/Q9UIA9/Q9Y5L0	IPO5/AP3D1/XPO1/USO1/SF3B1/KPNA2/COPB1/CSE1L/PSMD2/CKAP5/KPNB1/NCAPD2/PDS5A/ECPAS/NIPBL/CAND1/CIP2A/IPO4/GCN1/TNPO1/NCAPG/XPO5/XPO7/TNPO3
F18	SAP_dom_sf	9/539	2/539	20/7398	4.5	5.46264395537842e-05	9	20	539	7398	P12956/Q00839/Q13435/Q14151/Q15424/Q1KMD3/Q9BUJ2/Q9NWH9/Q9UKV3	XRCC6/HNRNPU/SF3B2/SAFB2/SAFB/HNRNPUL2/HNRNPUL1/SLTM/ACIN1
F18	KH_dom	12/539	3/539	32/7398	4	5.91448228282511e-05	12	32	539	7398	A1L020/O75179/P51114/P51116/Q00341/Q07666/Q15365/Q15366/Q92945/Q96AE4/Q96I24/Q9Y6M1	MEX3A/ANKRD17/FXR1/FXR2/HDLBP/KHDRBS1/PCBP1/PCBP2/KHSRP/FUBP1/FUBP3/IGF2BP2
F19	RBD_domain_sf	63/415	10/415	174/7398	6.3	1.766700816958e-22	63	174	415	7398	O14979/O15042/O43390/O75821/P05455/P07910/P08621/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62995/P84103/P98175/P98179/Q01085/Q01844/Q05519/Q07955/Q12926/Q13148/Q13151/Q13247/Q13283/Q13310/Q14103/Q14151/Q14498/Q14966/Q15233/Q15427/Q15717/Q16629/Q4G0J3/Q71RC2/Q86V81/Q8N684/Q8WXA9/Q92804/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9BXP5/Q9NR30/Q9NWH9/Q9UKM9/Q9UN86/Q9UPQ9/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/EIF3G/SSB/HNRNPC/SNRNP70/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/TRA2B/SRSF3/RBM10/RBM3/TIAL1/EWSR1/SRSF11/SRSF1/ELAVL2/TARDBP/HNRNPA0/SRSF6/G3BP1/PABPC4/HNRNPD/SAFB2/RBM39/ZNF638/NONO/SF3B4/ELAVL1/SRSF7/LARP7/LARP4/ALYREF/CPSF7/SREK1/TAF15/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/SRRT/DDX21/SLTM/RALY/G3BP2/TNRC6B/IGF2BP2
F19	Nucleotide-bd_a/b_plait_sf	61/415	10/415	173/7398	6.1	5.15497424451506e-21	61	173	415	7398	O14979/O15042/O43390/O75821/P05455/P07910/P08621/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62750/P62995/P84103/P98175/P98179/Q01085/Q01844/Q05519/Q07955/Q12926/Q13148/Q13151/Q13247/Q13310/Q14103/Q14151/Q14498/Q14966/Q15233/Q15427/Q15717/Q16629/Q4G0J3/Q86V81/Q8N684/Q8WXA9/Q92804/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9BXP5/Q9NWH9/Q9UKM9/Q9UN86/Q9UPQ9/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/EIF3G/SSB/HNRNPC/SNRNP70/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/RPL23A/TRA2B/SRSF3/RBM10/RBM3/TIAL1/EWSR1/SRSF11/SRSF1/ELAVL2/TARDBP/HNRNPA0/SRSF6/PABPC4/HNRNPD/SAFB2/RBM39/ZNF638/NONO/SF3B4/ELAVL1/SRSF7/LARP7/ALYREF/CPSF7/SREK1/TAF15/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/SRRT/SLTM/RALY/G3BP2/TNRC6B/IGF2BP2
F19	RRM_dom	59/415	9/415	153/7398	6.56	6.63301678681903e-21	59	153	415	7398	O14979/O15042/O43390/O75821/P05455/P07910/P08621/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62995/P84103/P98175/P98179/Q01085/Q01844/Q05519/Q07955/Q12926/Q13148/Q13151/Q13247/Q13283/Q13310/Q14103/Q14151/Q14498/Q14966/Q15233/Q15427/Q15717/Q16629/Q4G0J3/Q86V81/Q8N684/Q8WXA9/Q92804/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9NWH9/Q9UKM9/Q9UN86/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/EIF3G/SSB/HNRNPC/SNRNP70/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/TRA2B/SRSF3/RBM10/RBM3/TIAL1/EWSR1/SRSF11/SRSF1/ELAVL2/TARDBP/HNRNPA0/SRSF6/G3BP1/PABPC4/HNRNPD/SAFB2/RBM39/ZNF638/NONO/SF3B4/ELAVL1/SRSF7/LARP7/ALYREF/CPSF7/SREK1/TAF15/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/SLTM/RALY/G3BP2/IGF2BP2
F19	ARM-type_fold	36/415	16/415	274/7398	2.25	1.76844860469498e-09	36	274	415	7398	O00203/O00410/O14617/O14980/O60763/O75533/P09960/P52292/P53618/P55060/P63010/P78527/Q00610/Q04637/Q13200/Q14008/Q14671/Q14974/Q15021/Q29RF7/Q53EL6/Q5JTH9/Q5T4S7/Q6YHU6/Q7Z6Z7/Q86VP6/Q8TCG1/Q8TEX9/Q92616/Q92973/Q93008/Q9HAV4/Q9HCG8/Q9P2E3/Q9UIA9/Q9Y6E2	AP3B1/IPO5/AP3D1/XPO1/USO1/SF3B1/LTA4H/KPNA2/COPB1/CSE1L/AP2B1/PRKDC/CLTC/EIF4G1/PSMD2/CKAP5/PUM1/KPNB1/NCAPD2/PDS5A/PDCD4/RRP12/UBR4/THADA/HUWE1/CAND1/CIP2A/IPO4/GCN1/TNPO1/USP9X/XPO5/CWC22/ZNFX1/XPO7/BZW2
F19	ARM-like	22/415	9/415	156/7398	2.44	3.91192230180624e-06	22	156	415	7398	O00410/O14617/O14980/O60763/O75533/P52292/P53618/P55060/P63010/Q13200/Q14008/Q14671/Q14974/Q15021/Q29RF7/Q86VP6/Q8TCG1/Q8TEX9/Q92616/Q92973/Q9HAV4/Q9UIA9	IPO5/AP3D1/XPO1/USO1/SF3B1/KPNA2/COPB1/CSE1L/AP2B1/PSMD2/CKAP5/PUM1/KPNB1/NCAPD2/PDS5A/CAND1/CIP2A/IPO4/GCN1/TNPO1/XPO5/XPO7
F19	Surp	4/415	1/415	6/7398	4	3.32388807433755e-05	4	6	415	7398	O15042/Q15459/Q8IWX8/Q8IX01	U2SURP/SF3A1/CHERP/SUGP2
F19	SWAP/Surp_sf	4/415	1/415	6/7398	4	3.32388807433755e-05	4	6	415	7398	O15042/Q15459/Q8IWX8/Q8IX01	U2SURP/SF3A1/CHERP/SUGP2
F20	RBD_domain_sf	73/514	13/514	174/7398	5.62	4.97854636772896e-26	73	174	514	7398	O14979/O15042/O43390/O43719/O75494/O75821/P05455/P07910/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62995/P84103/P98175/P98179/Q01081/Q01085/Q01844/Q05519/Q12926/Q13148/Q13151/Q13242/Q13247/Q13283/Q13310/Q14103/Q14151/Q14498/Q14966/Q15233/Q15424/Q15427/Q15717/Q16629/Q4G0J3/Q71RC2/Q86V81/Q8IXT5/Q8N684/Q8WUA2/Q8WXA9/Q8WXF1/Q92804/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BQ39/Q9BWF3/Q9BXP5/Q9NR30/Q9NTZ6/Q9NWH9/Q9UBU9/Q9UKA9/Q9UKM9/Q9UKV3/Q9UN86/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/HTATSF1/SRSF10/EIF3G/SSB/HNRNPC/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/TRA2B/SRSF3/RBM10/RBM3/U2AF1L5/U2AF1/TIAL1/EWSR1/SRSF11/ELAVL2/TARDBP/HNRNPA0/SRSF9/SRSF6/G3BP1/PABPC4/HNRNPD/SAFB2/RBM39/ZNF638/NONO/SAFB/SF3B4/ELAVL1/SRSF7/LARP7/LARP4/ALYREF/RBM12B/CPSF7/PPIL4/SREK1/PSPC1/TAF15/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/DDX50/RBM4/SRRT/DDX21/RBM12/SLTM/NXF1/PTBP2/RALY/ACIN1/G3BP2/IGF2BP2
F20	Nucleotide-bd_a/b_plait_sf	70/514	13/514	173/7398	5.38	9.25866500773199e-24	70	173	514	7398	O14979/O15042/O43390/O43719/O75494/O75821/P05455/P07910/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62750/P62995/P84103/P98175/P98179/Q01081/Q01085/Q01844/Q05519/Q12926/Q13148/Q13151/Q13242/Q13247/Q13310/Q14103/Q14151/Q14498/Q14966/Q15233/Q15424/Q15427/Q15717/Q16629/Q4G0J3/Q86V81/Q8IXT5/Q8N684/Q8WUA2/Q8WXA9/Q8WXF1/Q92804/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9BXP5/Q9NTZ6/Q9NWH9/Q9UBU9/Q9UKA9/Q9UKM9/Q9UKV3/Q9UN86/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/HTATSF1/SRSF10/EIF3G/SSB/HNRNPC/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/RPL23A/TRA2B/SRSF3/RBM10/RBM3/U2AF1L5/U2AF1/TIAL1/EWSR1/SRSF11/ELAVL2/TARDBP/HNRNPA0/SRSF9/SRSF6/PABPC4/HNRNPD/SAFB2/RBM39/ZNF638/NONO/SAFB/SF3B4/ELAVL1/SRSF7/LARP7/ALYREF/RBM12B/CPSF7/PPIL4/SREK1/PSPC1/TAF15/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/SRRT/RBM12/SLTM/NXF1/PTBP2/RALY/ACIN1/G3BP2/IGF2BP2
F20	RRM_dom	67/514	11/514	153/7398	6.09	2.29104701881164e-23	67	153	514	7398	O14979/O15042/O43390/O43719/O75494/O75821/P05455/P07910/P11940/P14866/P19338/P22626/P23246/P23588/P26599/P31942/P31943/P35637/P43243/P49756/P51991/P52272/P52597/P55884/P62995/P84103/P98175/P98179/Q01081/Q01085/Q01844/Q05519/Q12926/Q13148/Q13151/Q13242/Q13247/Q13283/Q13310/Q14103/Q14151/Q14498/Q14966/Q15233/Q15424/Q15427/Q15717/Q16629/Q4G0J3/Q86V81/Q8IXT5/Q8N684/Q8WUA2/Q8WXA9/Q8WXF1/Q92804/Q96EP5/Q96PK6/Q96T37/Q99729/Q9BWF3/Q9NTZ6/Q9NWH9/Q9UKA9/Q9UKM9/Q9UN86/Q9Y6M1	HNRNPDL/U2SURP/HNRNPR/HTATSF1/SRSF10/EIF3G/SSB/HNRNPC/PABPC1/HNRNPL/NCL/HNRNPA2B1/SFPQ/EIF4B/PTBP1/HNRNPH3/HNRNPH1/FUS/MATR3/RBM25/HNRNPA3/HNRNPM/HNRNPF/EIF3B/TRA2B/SRSF3/RBM10/RBM3/U2AF1L5/U2AF1/TIAL1/EWSR1/SRSF11/ELAVL2/TARDBP/HNRNPA0/SRSF9/SRSF6/G3BP1/PABPC4/HNRNPD/SAFB2/RBM39/ZNF638/NONO/SAFB/SF3B4/ELAVL1/SRSF7/LARP7/ALYREF/RBM12B/CPSF7/PPIL4/SREK1/PSPC1/TAF15/DAZAP1/RBM14-RBM4/RBM14/RBM15/HNRNPAB/RBM4/RBM12/SLTM/PTBP2/RALY/G3BP2/IGF2BP2
